date,ADRESERVE$,MON$,M2,AFR$,year,ADB$,BONDTRADE,CHINAGDP,CF,CF$,CO,CO$,CPI,CPIZF,PIPC,PIG,PIBF,PCG,PI,PX,PM,DEP,DEPOSIT,EROC,EJAP,FFR,FA$,IBF,IBF$,IG,IG$,IPC,IPC$,CG,CG$,FIA,FIA$,GDP.x,GDP$,I,I$,J,J$,M,M$.x,TD,X,X$,GNP,GNP$,GDPSZ,GNPSZ,PGNP,PJ,PFIA,GDPMFG,GOVSUB$,GOVSURRP,IGDPJPN,IGDPUSA,IPXJAP,IPXUSA,IR,IRC,RMIBON,IRCUS,IRI,K90,NE.x,NF,NU,LOAN,TAXD$,TAXID$,PCF,PCO,NE.y,GDP.y,PDT,PGDP,POIL,POP,GDPPERCA,GNPPERCA,PSTOCK,PWM,KGDEBT$,RKGDBT,tariff,M$.y,RTAXCUM,SALES,STOCKTRADE,TECH,TISUB$,TMUIA$$,TB$,ULC,V90,WPI,WPX
1984-01-31,23.25,6657,28.24,12460,1984,NA,NA,NA,130878,57178,313095,240725,63.66,61.91,82.19,53.39,69.37,51.54,67.22,122.41,96.49,78728,17425,40.203,233.94,9.56,539,94728,65717,40325,21529,38407,31566,190013,97927,14735,8685,728835,562116,176748,118812,-24385,-12840,247486,238803,807445,244350,299117,743570,570801,NA,NA,76.76493134472881,52.65532089399221,58.94129623345775,195770,9849272,9689664,56.62715945,21.443627557594283,NA,85.9,7.25,8.5,8.1,8.9,NA,NA,7376,7552,2.34,NA,NA,NA,43.69,76.88560979894281,7287,728835,100.01852614244545,77.13,NA,18816.526,NA,NA,NA,27.259999999999998,NA,NA,17284.23,238803,7.237861333400334,247843628,NA,0.558333874,NA,82.76,30049,NA,59265852.4477881,98.04,NA
1984-01-31,23.25,6657,28.24,12460,1984,NA,NA,NA,130878,57178,313095,240725,63.66,61.91,82.19,53.39,69.37,51.54,67.22,122.41,96.49,78728,17425,40.203,233.94,9.56,539,94728,65717,40325,21529,38407,31566,190013,97927,14735,8685,728835,562116,176748,118812,-24385,-12840,247486,238803,807445,244350,299117,743570,570801,NA,NA,76.76493134472881,52.65532089399221,58.94129623345775,195770,9849272,9689664,56.62715945,21.443627557594283,NA,85.9,7.25,8.25,5.04,8.9,NA,NA,7376,7552,2.34,NA,NA,NA,43.69,76.88560979894281,7287,728835,100.01852614244545,77.13,NA,18816.526,NA,NA,NA,27.259999999999998,NA,NA,17284.23,238803,7.237861333400334,247843628,NA,0.558333874,NA,82.76,30049,NA,59265852.4477881,98.04,NA
1984-02-29,12.91,6041,25.93,12641,1984,NA,NA,NA,NA,NA,NA,NA,63.89,62.23,NA,NA,NA,NA,NA,NA,NA,NA,18053,40.184,233.68,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7.25,8.5,8.45,9.09,NA,NA,7271,7477,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,193398737,NA,0.558333874,NA,82.76,9112,NA,63158790.44990011,98.09,NA
1984-03-31,9.02,6021,25.05,12910,1984,NA,NA,NA,NA,NA,NA,NA,63.81,62.37,NA,NA,NA,NA,NA,NA,NA,NA,18302,40.024,225.4,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7.25,8.5,7.23,9.52,NA,NA,7214,7369,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.09,NA,NA,NA,NA,NA,253442078,NA,0.558333874,NA,82.76,27858,NA,64775375.90672386,98.52,NA
1984-04-30,17.88,5939,24.44,13404,1984,NA,NA,NA,124432,55634,295576,228225,63.9,62.48,82.3,53.26,68.13,51.55,66.58,122.52,97.22,80238,18590,39.735,224.95,10.29,765,115631,78783,54498,29025,53425,43967,189115,97488,1104,686,799706,619704,227952,151775,-7071,10117,284989,277062,865806,288558,353527,800810,620390,0.09723874402299561,0.07697997498554272,77.47031130979883,-143.07735822373073,62.13768115942029,220308,9849272,9689664,57.48473567,22.0008194611839,NA,87.1,7.25,8.5,6.51,9.69,NA,NA,7151,7297,2.01,NA,NA,NA,44.71,77.2136438682437,7220,799706,110.76260387811634,77.49,NA,18872.694,NA,NA,NA,24.16,NA,NA,17424.498,277062,6.2890248392056645,252867853,NA,0.558333874,NA,82.76,31019,NA,63457334.32362045,98.54,NA
1984-05-31,18.94,6149,24.16,13516,1984,NA,NA,NA,NA,NA,NA,NA,64.1,62.79,NA,NA,NA,NA,NA,NA,NA,NA,18901,39.669,230.66,10.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7,8.25,5.05,9.83,NA,NA,7202,7357,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.74,NA,NA,NA,NA,NA,268562025,NA,0.558333874,NA,82.76,33832,NA,68494985.08433853,98.89,NA
1984-06-30,16.17,6321,23.4,13765,1984,NA,NA,NA,NA,NA,NA,NA,64.15,62.64,NA,NA,NA,NA,NA,NA,NA,NA,19333,39.784,233.21,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7,8.25,5.9,9.87,NA,NA,7308,7474,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.27,NA,NA,NA,NA,NA,260685221,NA,0.558333874,NA,82.76,36566,NA,66320361.680160224,99.09,NA
1984-07-31,15.36,6214,22.88,14190,1984,NA,NA,NA,130930,58907,316170,245167,64.53,62.68,79.43,52.04,67,52.88,65.07,121.01,93.95,81894,19707,39.424,242.84,11.23,866,117981,79044,42053,21883,35246,27996,189021,99949,20131,12089,806316,620474,198126,128923,22503,28805,306668,288103,912125,286621,346826,826447,632563,0.00826553758506251,0.03201383599105905,76.54005641015092,128.0051548682398,60.0516616164125,230649,9849272,9689664,58.18723801,22.41042110782104,NA,85.1,7,8.25,6.78,10.12,NA,NA,7416,7607,2.52,NA,NA,NA,44.99,77.542777619635,7346,806316,109.76259188674108,76.95,NA,18939.896,NA,NA,NA,24.6,NA,NA,16915.667,288103,5.871395646695801,259216014,NA,0.558333874,NA,82.76,34118,NA,65184985.02806602,98.64,NA
1984-08-31,13.99,6329,22.91,14382,1984,NA,NA,NA,NA,NA,NA,NA,64.54,62.64,NA,NA,NA,NA,NA,NA,NA,NA,20229,39.043,242.3,11.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7,8.25,5.47,10.47,NA,NA,7330,7558,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.62,NA,NA,NA,NA,NA,260935395,NA,0.558333874,NA,82.76,28338,NA,69835176.14727166,98.11,NA
1984-09-30,14.75,6342,22.72,14571,1984,NA,NA,NA,NA,NA,NA,NA,64.91,62.67,NA,NA,NA,NA,NA,NA,NA,NA,20356,39.1,245.23,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,7,8.25,6.7,10.37,NA,NA,7293,7521,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.57,NA,NA,NA,NA,NA,241115180,NA,0.558333874,NA,82.76,32244,NA,68400760.86060452,97.93,NA
1984-10-31,12.57,6342,22.43,15047,1984,NA,NA,NA,124826,56406,319507,245485,65.03,62.61,81.72,52.55,68.21,51.29,66.31,120.33,94.06,83540,20572,39.173,246.79,9.99,435,140928,96132,45265,23785,35453,28971,185044,94904,14241,8515,824734,615946,224528,148888,24551,15072,284571,267672,937363,268308,322863,838975,624461,0.022842161137816935,0.015158866811785873,74.43141929139723,61.39057472200725,59.79214942770873,210617,9849272,9689664,58.2876703,22.763242920309015,NA,84.2,7,NA,NA,9.74,NA,NA,7324,7533,2.77,NA,NA,NA,45.19,76.83243246626834,7379,824734,111.76771920314405,74.68,NA,19023.146,NA,NA,NA,24.959999999999997,NA,NA,17813.355,267672,6.654919080068143,242854178,NA,0.558333874,NA,82.76,29662,NA,69939396.85383289,97.82,NA
1984-11-30,10.77,6278,22.13,15375,1984,NA,NA,NA,NA,NA,NA,NA,65.06,62.59,NA,NA,NA,NA,NA,NA,NA,NA,20703,39.364,243.32,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,6.75,8,6.05,8.61,NA,NA,7387,7557,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.85,NA,NA,NA,NA,NA,246024185,NA,0.558333874,NA,82.76,21701,NA,69699612.49496786,97.62,NA
1984-12-31,11.41,6680,21.2,15664,1984,NA,NA,NA,NA,NA,NA,NA,65.04,62.28,NA,NA,NA,NA,NA,NA,NA,NA,21060,39.461,247.95,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9849272,9689664,NA,NA,NA,NA,6.75,8,6.61,8.06,NA,NA,7425,7593,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,255977956,NA,0.558333874,NA,82.76,22837,NA,68383517.66995116,97.39,NA
1985-01-31,4.32,6610,19.6,16612,1985,NA,NA,NA,134825,59370,336103,260521,65.08,62.33,82.04,53.61,68.9,55.3,66.99,119.45,94.87,84830,21496,39.269,254.18,8.35,-103,97006,66840,41802,22410,36188,29689,201346,111341,26537,15847,770158,598221,177537,118939,-10456,-9022,263371,249866,858571,256949,306938,796695,614068,-0.06617406339498554,-0.05039482702106737,77.07692404245037,86.28538638102525,59.716622074838895,206236,11872357,-3735218,59.7160504,23.21107822411192,NA,84,6.75,8,6.59,7.76,NA,NA,7539,7695,2.03,NA,NA,NA,44.03,77.51225070886008,7458,770158,103.26602306248324,77.68,NA,19095.232,NA,NA,NA,26.06,NA,NA,16144.369,249866,6.461210808993621,239961368,NA,0.557250738,NA,81.03,37455,NA,73291559.75527635,97.05,NA
1985-01-31,4.32,6610,19.6,16612,1985,NA,NA,NA,134825,59370,336103,260521,65.08,62.33,82.04,53.61,68.9,55.3,66.99,119.45,94.87,84830,21496,39.269,254.18,8.35,-103,97006,66840,41802,22410,36188,29689,201346,111341,26537,15847,770158,598221,177537,118939,-10456,-9022,263371,249866,858571,256949,306938,796695,614068,-0.06617406339498554,-0.05039482702106737,77.07692404245037,86.28538638102525,59.716622074838895,206236,11872357,-3735218,59.7160504,23.21107822411192,NA,84,6.75,6.75,5,7.76,NA,NA,7539,7695,2.03,NA,NA,NA,44.03,77.51225070886008,7458,770158,103.26602306248324,77.68,NA,19095.232,NA,NA,NA,26.06,NA,NA,16144.369,249866,6.461210808993621,239961368,NA,0.557250738,NA,81.03,37455,NA,73291559.75527635,97.05,NA
1985-02-28,15.1,6929,20.46,17274,1985,NA,NA,NA,NA,NA,NA,NA,65.2,62.61,NA,NA,NA,NA,NA,NA,NA,NA,21597,39.187,260.24,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,6.75,8,8.35,8.27,NA,NA,7501,7666,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,206446187,NA,0.557250738,NA,81.03,32323,NA,75298228.71423732,96.58,NA
1985-03-31,12.62,6640,21.37,17614,1985,NA,NA,NA,NA,NA,NA,NA,65.05,62.54,NA,NA,NA,NA,NA,NA,NA,NA,22159,39.486,258.63,8.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,6.75,7.75,6.37,8.52,NA,NA,7335,7523,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.07,NA,NA,NA,NA,NA,250068625,NA,0.557250738,NA,81.03,13835,NA,72767341.42161392,96.52,NA
1985-04-30,10.45,6470,21.54,17717,1985,NA,NA,NA,127532,55533,313585,244372,65.02,62.5,82.03,52.98,68.51,51.77,66.63,120.63,95.67,86005,22453,39.678,251.67,8.27,1424,114395,78377,57429,30426,42603,34946,203491,105340,10045,5992,833615,641515,215727,143749,2434,5846,271400,259657,890363,287111,346332,843660,647507,0.08239478133058412,0.058949786304671174,76.74975701111822,240.18077239112574,59.65156794425087,219261,11872357,-3735218,60.92527058,23.566193617067068,NA,84.4,6.75,7.75,5.42,7.95,NA,NA,7352,7524,2.28,NA,NA,NA,43.54,77.92847234402156,7387,833615,112.84892378502775,76.96,NA,19145.377,NA,NA,NA,25.06,NA,NA,15999.635,259657,6.16183465109741,253187796,NA,0.557250738,NA,81.03,31725,NA,72087098.40562843,96.31,NA
1985-05-31,8.61,6429,20.87,17972,1985,NA,NA,NA,NA,NA,NA,NA,65.07,62.24,NA,NA,NA,NA,NA,NA,NA,NA,22809,39.582,251.54,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,6.75,7.75,6.03,7.48,NA,NA,7374,7568,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.27,NA,NA,NA,NA,NA,259851611,NA,0.557250738,NA,81.03,33175,NA,74307293.9795454,96.07,NA
1985-06-30,8.59,6809,19.03,18557,1985,NA,NA,NA,NA,NA,NA,NA,65.13,61.93,NA,NA,NA,NA,NA,NA,NA,NA,23396,39.823,248.99,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,6.25,7.25,5.43,6.95,NA,NA,7434,7627,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.830000000000002,NA,NA,NA,NA,NA,245145639,NA,0.557250738,NA,81.03,43592,NA,74474531.82934327,95.49,NA
1985-07-31,6.56,6632,19.55,18836,1985,NA,NA,NA,135577,59475,332371,260182,65.16,61.56,80.81,52.21,67.95,51.21,65.91,122.51,94.02,87222,23860,40.108,241.75,7.88,1528,108683,73849,47091,24587,35262,28496,200090,102472,25331,15081,835102,638890,192597,126932,3473,-5544,266824,250864,894005,282614,346237,860433,653971,0.0017837970765881132,0.019881231775833865,76.0048719656266,-159.63144255686726,59.535746713513085,235978,11872357,-3735218,61.72251411,24.07037527928492,NA,83.7,6.25,7.25,5.63,7.08,NA,NA,7477,7744,3.44,NA,NA,NA,43.87,78.28059608088552,7395,835102,112.92792427315754,76.5,NA,19203.545,NA,NA,NA,25.439999999999998,NA,NA,14664.538,250864,5.845612762293514,250557320,NA,0.557250738,NA,81.03,39600,NA,75976343.23315577,95.41,NA
1985-08-31,7.34,6707,19.74,19240,1985,NA,NA,NA,NA,NA,NA,NA,65.07,61.48,NA,NA,NA,NA,NA,NA,NA,NA,24361,40.434,237.21,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,6.25,7.25,7.83,7.14,NA,NA,7357,7672,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,249557897,NA,0.557250738,NA,81.03,35432,NA,74540349.28292416,95.22,NA
1985-09-30,8.36,6842,20.16,20001,1985,NA,NA,NA,NA,NA,NA,NA,65.45,61.8,NA,NA,NA,NA,NA,NA,NA,NA,24692,40.411,236.95,7.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,5.75,6.75,5.88,7.1,NA,NA,7350,7626,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,NA,NA,NA,NA,NA,242471628,NA,0.557250738,NA,81.03,43210,NA,70871993.18290064,95.22,NA
1985-10-31,11.83,6948,20.67,20988,1985,NA,NA,NA,130882,57637,337655,261713,65.62,61.86,81.32,52.16,67.75,50.69,65.86,121.5,94.09,88428,25007,40.154,214.73,7.99,322,126671,85815,50953,26577,32847,26711,200158,101452,17173,10194,872608,656430,211195,139103,24035,8199,273968,257779,947279,284867,346105,889781,666624,0.044911879027951074,0.03410840820842529,74.92000840656297,34.11275223632203,59.36062423571886,227680,11872357,-3735218,62.54245222,24.384897590191795,NA,83.8,5.75,NA,NA,7.16,NA,NA,7418,7683,3.45,NA,NA,NA,44.04,77.50899586856407,7473,872608,116.76809848788973,75.23,NA,19276.757,NA,NA,NA,25.85,NA,NA,15285.008,257779,5.929500851504583,246544970,NA,0.557250738,NA,81.03,39653,NA,74282498.16082421,94.95,NA
1985-11-30,14.18,6951,21.18,21946,1985,NA,NA,NA,NA,NA,NA,NA,65.66,61.87,NA,NA,NA,NA,NA,NA,NA,NA,25298,39.922,203.72,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,5.25,6.25,5,7.24,NA,NA,7436,7688,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.93,NA,NA,NA,NA,NA,245514081,NA,0.557250738,NA,81.03,35765,NA,68692481.18118545,94.74,NA
1985-12-31,11.96,7495,21.58,22556,1985,NA,NA,NA,NA,NA,NA,NA,65.64,61.84,NA,NA,NA,NA,NA,NA,NA,NA,25831,39.859,202.82,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11872357,-3735218,NA,NA,NA,NA,5.25,6.25,5,7.1,NA,NA,7565,7792,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,270928367,NA,0.557250738,NA,81.03,37571,NA,67154300.21677823,94.5,NA
1986-01-31,15.93,7927,22.5,23765,1986,NA,NA,NA,140071,59755,360449,282072,65.79,62.2,81.62,53.08,67.95,59.11,66.27,117.78,89.65,90023,26363,39.585,200.07,8.14,-253,102186,69439,47192,25049,36890,30111,212133,125400,34088,20189,848555,683623,188015,124599,-29731,-17188,286391,256763,885946,310547,365748,882643,703812,-0.027564496314496315,-0.008022198720808829,79.73914708438178,57.811711681409975,59.22612062896033,253824,15018667,-31879733,62.79115003,24.73497039833992,NA,83.6,5.25,6.25,5.08,7.07,NA,NA,7728,7928,2.53,NA,NA,NA,42.66,78.25573104655582,7611,848555,111.49060570227303,80.56,NA,19336.243,NA,NA,NA,33.04,NA,NA,16260.599,256763,6.33292141001624,266995972,NA,0.586313248,NA,74.09,50133,NA,63410898.25085168,93.97,NA
1986-01-31,15.93,7927,22.5,23765,1986,NA,NA,NA,140071,59755,360449,282072,65.79,62.2,81.62,53.08,67.95,59.11,66.27,117.78,89.65,90023,26363,39.585,200.07,8.14,-253,102186,69439,47192,25049,36890,30111,212133,125400,34088,20189,848555,683623,188015,124599,-29731,-17188,286391,256763,885946,310547,365748,882643,703812,-0.027564496314496315,-0.008022198720808829,79.73914708438178,57.811711681409975,59.22612062896033,253824,15018667,-31879733,62.79115003,24.73497039833992,NA,83.6,5.25,5,3.73,7.07,NA,NA,7728,7928,2.53,NA,NA,NA,42.66,78.25573104655582,7611,848555,111.49060570227303,80.56,NA,19336.243,NA,NA,NA,33.04,NA,NA,16260.599,256763,6.33292141001624,266995972,NA,0.586313248,NA,74.09,50133,NA,63410898.25085168,93.97,NA
1986-02-28,14.65,7857,22.59,24558,1986,NA,NA,NA,NA,NA,NA,NA,65.81,62.39,NA,NA,NA,NA,NA,NA,NA,NA,26696,39.188,184.64,7.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,5.25,5.75,5.01,7.06,NA,NA,7580,7841,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.419999999999998,NA,NA,NA,NA,NA,205339981,NA,0.586313248,NA,74.09,29940,NA,63416345.39711886,93.13,NA
1986-03-31,12.07,7884,20.82,26027,1986,NA,NA,NA,NA,NA,NA,NA,65.69,62.32,NA,NA,NA,NA,NA,NA,NA,NA,26967,38.99,178.93,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,4.75,5.5,3.57,6.56,NA,NA,7524,7740,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.87,NA,NA,NA,NA,NA,303828728,NA,0.586313248,NA,74.09,40074,NA,55106871.115176804,92.49,NA
1986-04-30,12.52,8082,20.72,27409,1986,NA,NA,NA,133413,58593,337834,261832,65.64,62.36,81.87,52.46,68.4,51.62,66.4,117.4,85.04,91210,27399,38.63,175.62,6.99,-894,117476,80353,65209,34207,42575,34857,217388,112213,26808,15972,913226,734284,225032,149417,10178,26377,331448,281856,963506,347280,407708,940034,750256,0.07621309166759963,0.06502175851391785,79.81158128323018,259.15700530556103,59.57923008057296,263965,15018667,-31879733,62.63687918,24.94043789636366,NA,83.3,4.75,5.5,3.64,6.06,NA,NA,7565,7747,2.34,NA,NA,NA,43.92,77.50315243581167,7628,913226,119.72024121657053,80.41,NA,19382.372,NA,NA,NA,26.88,NA,NA,17628.241,281856,6.254342997842871,254386372,NA,0.586313248,NA,74.09,46582,NA,58781126.03624978,93.34,NA
1986-05-31,14.77,8299,20.06,29017,1986,NA,NA,NA,NA,NA,NA,NA,65.62,62.81,NA,NA,NA,NA,NA,NA,NA,NA,27681,38.38,166.83,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,4.75,5.5,3.5,6.15,NA,NA,7618,7800,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38,NA,NA,NA,NA,NA,270964729,NA,0.586313248,NA,74.09,46667,NA,56678612.329731695,93.15,NA
1986-06-30,16.31,8785,21.85,30851,1986,NA,NA,NA,NA,NA,NA,NA,65.64,62.74,NA,NA,NA,NA,NA,NA,NA,NA,28365,38.11,167.95,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,4.75,5.5,4.32,6.21,NA,NA,7701,7916,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.75,NA,NA,NA,NA,NA,273526628,NA,0.586313248,NA,74.09,53141,NA,53664118.44637727,92.53,NA
1986-07-31,19.68,8885,21.2,32590,1986,NA,NA,NA,141352,64518,366840,283696,65.59,62.61,81.96,51.71,67.56,50.64,65.78,117.71,81.96,92750,28870,38.069,158.6,6.56,-2635,132074,89230,49990,25852,39879,32685,201499,102032,30325,18271,937985,761436,224649,147767,-6466,7200,338854,277711,963681,368639,433934,968310,779707,0.027111580266002064,0.03007976307239951,80.52245665127903,-111.35168574079802,60.25061830173124,303426,15018667,-31879733,63.00379834,25.28243927659978,NA,82.4,4.75,5.5,3.5,5.83,NA,NA,7868,8106,2.93,NA,NA,NA,45.64,77.3350779631447,7791,937985,120.3934026440765,81.18,NA,19431.51,NA,NA,NA,27.52,NA,NA,17847.964,277711,6.426812045615766,284128530,NA,0.586313248,NA,74.09,54373,NA,54867280.489660785,92.36,NA
1986-08-31,21.52,9452,21.92,35934,1986,NA,NA,NA,NA,NA,NA,NA,65.52,62.72,NA,NA,NA,NA,NA,NA,NA,NA,29841,37.348,154,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,4.75,5.5,3.5,5.53,NA,NA,7777,8026,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.32,NA,NA,NA,NA,NA,284091184,NA,0.586313248,NA,74.09,60234,NA,54879171.42523646,92.24,NA
1986-09-30,19.82,9638,22.13,38205,1986,NA,NA,NA,NA,NA,NA,NA,65.53,63.06,NA,NA,NA,NA,NA,NA,NA,NA,30099,36.835,154.72,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15018667,-31879733,NA,NA,NA,NA,4.75,5.5,3.5,5.21,NA,NA,7727,7963,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.979999999999997,NA,NA,NA,NA,NA,276474200,NA,0.586313248,NA,74.09,43531,NA,53146681.117906146,92.03,NA
1986-10-31,18.03,10137,22.47,40303,1986,NA,NA,NA,134856,63802,374512,287821,65.68,63.21,81.73,51.53,67.52,50.09,65.66,114.53,81.38,94649,30623,36.6,155.95,5.85,-3160,159462,107666,56075,28896,42257,34536,206056,103207,37132,22493,992935,786105,260583,171098,1190,3969,366166,298000,1019150,396571,454208,1030067,808598,0.058583026381018886,0.06377812890499943,78.49955391251248,333.5294117647059,60.57578369061726,297762,15018667,-31879733,63.5007226,25.556560551669754,NA,83.3,4.5,NA,NA,5.18,NA,NA,7853,8063,2.61,NA,NA,NA,47.31,76.85227709659503,7902,992935,125.6561629967097,79.17,NA,19483.657,NA,NA,NA,28.01,NA,NA,19671.81,298000,6.601278523489933,292011198,NA,0.586313248,NA,74.09,56473,NA,55592265.73663096,91.66,NA
